bts;nearest;distance
Vallemara;Vobbia Loc.Torre;1436.3440512171885
Vobbia Loc.Torre;Vobbia;1157.1842797375891
Cresta di Premia;Premia;1230.8802340221885
Premia;Cresta di Premia;1230.8802340221885
Trontano;Domodossola;2198.301637048097
Cravegna;Cresta di Premia;1735.8174455127707
Fano Adriano;Montorio al Vomano;6453.685046614208
Cuasso al Monte;Monte Orsa;2895.680844524809
Cuggiono;RobecchettoConInduno Industriale;3417.7596527713845
Castano Primo;RobecchettoConInduno Industriale;3176.669184931096
Pernate;Galliate Novarese;3041.4466105585143
RobecchettoConInduno Industriale;Turbigo;2537.8423476450225
Boffalora Sopra Ticino;Cuggiono;4876.8911136006345
Sette Termini;Ponte Tresa;2146.2948896795688
San Martino;San Martino2;77.22639678237144
Marchirolo;Monte Marzio;1698.1517311851062
Cumiana alta;Colletto di Damone;4647.435920381877
Cumiana;Cumiana alta;5642.4778936456405
Cunardo;Sette Termini;2335.3362218763054
Cuorgnè;Valperga;1934.7080965257182
Castellamonte;Salassa;3144.1477063540237
Monteodorisio;Vasto;5741.3083160465685
San Salvo;Montalfano;3311.3341341541563
Casalbordino;Montesecco CH;6595.8555954011845
Veddasca Municipio;Curiglia Municipio;1142.4615973225025
Alpe Viasco;Curiglia Municipio;1456.788331641346
Pietraroia;Cerreto Sannita;7333.299637528944
Cuvio;San Martino;3542.3827681483617
Sottocolle Mediaset;Capenardo;4311.729150583216
Capenardo;Sottocolle Mediaset;4311.729150583216
Daverio;Galliate;1506.564624114865
Azzate;Gazzada Paese;2017.8574969434044
Mornago;Sumirago;2953.3989138395677
Davoli;Montepaone;8913.248191752633
Bric Ridotta;Cheilini;3767.8265831104973
Cheilini;Bric Ridotta;3767.8265831104973
Bric Cobare;Cheilini;4270.480237125456
Rua Costa;Bric Cobare;4387.288219255806
Dello;Bargnano;4065.0598976819338
Demonte;Entracque;8207.791462869702
Montelaguardia;Brufa;7107.719051481943
Trinità;Monte Malbe;1225.545273623988
Bastia;Brufa;8187.111791807571
Castiglione della Valle;Cibottola;4661.145759936387
Monte Veduta del Lago;Deruta;4345.29661098085
Cibottola;Castiglione della Valle;4661.145759936387
Marsciano;San Venanzo Centro;8500.188186507945
San Venanzo;San Venanzo Centro;3219.06641147295
Deruta;Torgiano;2600.3100529386043
Robbio;Palestro;3406.533342585544
Santhià Ignazio;Carisio;4895.245749779123
Asigliano Vercellese;Stroppiana;4848.3205672515405
Pozzolengo;Peschiera del Garda;4089.083809876168
Colombare;Sirmione;3290.3373058043826
Diano San Pietro Serre;Diano Arentino;2650.225374386485
Diano Arentino;Diano San Pietro Serre;2650.225374386485
Frascole;Monte Giovi;7786.381405873448
Monte Giovi;Frascole;7786.381405873448
Vivaro;Maniago;8133.430477083631
Frisanco;Monte San Lorenzo;4267.922317385439
Carpacco;Coseano;4255.530988551683
Coseano;Carpacco;4255.530988551683
Spilimbergo;Carpacco;4753.818478539359
Dobbiaco;San Candido;3836.522008175537
Cavaion;SantAmbrogio di Valpolicella;2287.856442223338
Cima Tramontina;Cima Rovere;4114.367292445588
Monte Zucco;Domegge di Cadore;6585.461638656036
Domegge di Cadore;Monte Zucco;6585.461638656036
Domodossola;Vagna;1727.9899038051224
Crevoladossola;Vagna;2605.086829995482
Lusentino;Vagna;2103.540874028688
Vagna;Domodossola;1727.9899038051224
Montecrestese;Crevoladossola;3335.981442902612
Domusnovas;Villamassargia;7145.494342579098
Villamassargia;Domusnovas;7145.494342579098
Iglesias Buon Cammino;Monteponi Iglesias;4226.928345572921
Monteponi Iglesias;Gonnesa Monteponi;2341.2462750723435
Pratolungo;Sommafiume;3421.084645290795
Cala Gonone;Orosei Settile;13159.698211016253
Monte Ortobene;Oliena Nord;5292.301219867382
Golasecca;Golasecca Motta;805.6624220334196
Golasecca Motta;Golasecca;805.6624220334196
Mottarone Ovest;Mottarone;399.59976344711845
Dormelletto;Arona Acquedotto;2129.174968226879
Castelletto Ticino;Glisente;1573.8764740116212
Cocquo;Sesto Calende Nord;1793.0656239554555
Sesto Calende;Sesto Calende Nord;915.5622417998759
Dialley;Martinet;843.9749181724832
Couis;Gerdaz;5345.202063590708
Martinet;Dialley;843.9749181724832
Dovadola;Rocca San Casciano;5289.879793272485
San Giorgio Dragoni;Baia E Latina;6804.864732348908
Baia E Latina;Gioia Sannitica;5073.389793379579
Drena;Comano;8076.082175827595
Cima Varengo;Caraglio;4643.481973599737
Villar San Costanzo;Dronero;7582.774609642365
Dronero;San Damiano Macra;4969.992531637173
Druogno;Santa Maria Maggiore;782.1654338978178
Santa Maria Maggiore;Druogno;782.1654338978178
Pianazzo;Alpe di Campegino;2088.7474212888314
Dumenza;Agra Convento;1156.5881900325646
Durazzano;San Michele Maddaloni;4012.5651264594208
Edolo Centro;Edolo;2566.562139428792
Montagna;Ora ZI;3248.5164710147046
Cortaccia;Laghetti;5812.308970096483
Col Del Gallo;Enego;2740.127901718297
Enego;Col Del Gallo;2740.127901718297
Enna;Villarosa;10690.949073708734
Entracque;Cima Boschin;8201.137765050156
Luzzana;Foresto Sparso;2715.5825984471344
Foresto Sparso;Luzzana;2715.5825984471344
Jesolo;Jesolo Stocco;6364.174519893731
Cavallino;Jesolo;6686.723117550272
Eraclea;Jesolo Stocco;5498.068710270583
Vesuvio;Valle delle Delizie;6243.685718806347
Arzano;Rione alto;6966.41232892298
Monte Faito;Massaquano;3404.122591385323
Casso;Longarone;856.2371660661431
Longarone;Casso;856.2371660661431
Erto;Casso;3706.5550509958557
Camarozzi;Bienno;3611.244931702659
Esino Lario 2;Esino Lario;616.222040590741
Ronc;Martinet;9940.92781147606
Vallina;Cucco;3544.405150076069
Cancelli;Cima Mutali;4776.170070509516
Belvedere Rancana;Coldagello;2155.8881766880513
Pianlungo;Fabro Scalo;7627.058000926741
Ospedaletto Campanile;Monte Peglia;2040.4911307684636
Fabro Scalo;Pianlungo;7627.058000926741
Marzeno;Tossino;4919.553286871097
Tebano;Brisighella PAL;6314.746101450638
Oriolo;Castrocaro Terme;2580.7813938213717
Rontana;Brisighella PAL;2637.3352655341077
Imola Pediano;Imola Cappuccini;4250.043332622726
Pasian di Prato;Udine Chiavris;3899.639322717088
Fagagna ZI;Fagagna;1755.4769700963761
Martignacco;Fagagna ZI;4730.155929930666
Cassano Magnago;Cavaria;2200.1858162746007
Busto Arsizio HQ;Samarate;2830.42093678799
Tradate;Cairate;3744.0602290821857
Gallarate ;Samarate;2214.6741177304293
Cavaria;Besnate;1522.4982180516754
CarnagoAcquedotto;Caronno Varesino;1019.229080802062
Caronno Varesino;CarnagoAcquedotto;1019.229080802062
Castiglione Olona Acquedotto;Castiglione Olona Centro;969.3000254610229
Fagnano Olona;Cairate;2530.1614324364564
Cairate;Fagnano Olona;2530.1614324364564
Gorla Minore;Castellanza;3181.776118979896
Faedo;Rovere della Luna;4481.205111268242
Albiano;Fornace;3408.4608045567115
Laghetti;Cortaccia;5812.308970096483
Monte Celentone;Cencenighe;2831.3684042462914
Caverson;Monte Celentone;7433.8819566116945
Ripa Bianca;Acquaticcio;3545.149614341218
Marotta Citta;Corinaldo;8953.000330419762
Marina di Montemarciano;Barcaglione;6508.669223847786
Falerna;Monte Mancuso;7393.055095150044
Fanano PAL;Ospitale;3401.556838931283
Ospitale;Fanano PAL;3401.556838931283
Montese;Montese Centro;2021.9614793192793
Montese Centro;Montese ZI;623.6885773481569
Monte Belgaro;Montese ZI;4720.402217844216
Monte Giove;Monte Schiantello;6801.042087470594
Monte Schiantello;Monte Giove;6801.042087470594
Colle Gianmarchi;Pesaro Zona Industriale;2956.1489294229837
Monte della Mattera;Fontecorniale;3041.8560309619943
Fontecorniale;Monte della Mattera;3041.8560309619943
Trebbio;Colbordolo;5051.614110428803
Monte Palazzino;Croce del Termine;6502.735300967295
Fiano Romano PoP;Fiano Romano;2540.135721018196
Poggio Moiano;Collelungo;7499.678573002667
Fiano Romano;Fiano Romano PoP;2540.135721018196
Capena Nord;Capena;2142.0848083632545
Monte Gennaro;Palombara Sabina;2249.268875305725
Ponte Storto;Borgonovo;4372.411893954971
Monte Oliveto;Mentana;3945.9496820836393
Borgonovo;Monte Oliveto;4063.2252559472645
Borgo Quinzio;Castelnuovo di Farfa;7507.984709199958
Farigliano;Monte Rustico;1138.1850722929082
Clavesana;Farigliano;3512.0750722612547
Groppallo Lepida;Groppallo Telelibertà;2209.989077006378
Cappelletta;Pradovera;1973.5066719981478
Sanzan;Feltre;3956.5842258288053
Feltre;Sanzan;3956.5842258288053
Seren del Grappa;Roncon;2702.426168661559
Villabruna;Cesiomaggiore;4787.192149564471
Balboutet;Pragelato;5810.235384026008
Ferentillo;Arrone;4469.526765277049
Colle Alto;Pisterzo;6733.319458616277
Ferentino;Monte Capua;4043.222779419514
Morolo;Ferentino;4449.64405733994
Frosinone PoP;Colle Alto;7451.472102303382
Montesecco;Porto San Giorgio;3101.3324378702114
Porto San Giorgio;Montesecco;3101.3324378702114
Colle Sagrini;Monte San Pietrangeli;2866.8660739034603
Aranova;Ferrara Grattacielo;2921.157678373867
Ferrara Grattacielo;Aranova;2921.157678373867
Marrara;Portomaggiore;10336.415621006607
Ferriere PAL;Cassimorenga;1192.5497807956974
Cassimorenga;Ferriere PAL;1192.5497807956974
Taravelli;San Gregorio;2056.3617450315155
Selva;Rompeggio;2616.4702124264745
Groppallo Telelibertà;Groppallo Lepida;2209.989077006378
San Gregorio;Taravelli;2056.3617450315155
Passo del Mercatello;Cassimorenga;3938.0624910727365
Gambaro;Rompeggio;1659.4636695235656
Rompeggio;Gambaro;1659.4636695235656
Casali;Morfasso;2148.802545673246
Vezzolacca;Bracchetti;2149.519852559765
Vaio;Taravelli;2716.1597768355055
Colle delle Rose;Capena;5007.5429803884645
Tor Lupara;Borgonovo;4667.480786601745
Capena;Capena Nord;2142.0848083632545
Fiè allo Sciliar;Castelrotto;6445.887113567902
Calvana;Prato Iolo;6987.632021191824
Caldine;Poggio Pratone;2847.1139155427268
San Michele;Greve in Chianti;6789.25572853598
Bucine;Pergine Valdarno;4063.1203926066537
Figline Valdarno POP;San Giovanni Valdarno Renacci;4575.7517741359015
San Giovanni Valdarno Renacci;San Giovanni Valdarno Centro;3058.966766465857
Pizzutella;Lagopesole;6198.6507595169405
Rionero in Vulture;Ripacandida;6033.737034836015
Filottrano Paese;Appignano;7929.127725580643
Monte Acuto MC;Pian de Conti;5582.956113443539
Buonacompra;Finale Emilia;3863.470905191233
Castello DArgile;Cento;3964.9717928600603
Finale Emilia;Buonacompra;3863.470905191233
Varigotti;Noli;3449.9937388302137
Finale Ligure;Verezzi;2443.5630405579104
Monte Collarina;Tovo San Giacomo;3306.4511314379656
Poggio Firenze;Compiobbi;7863.589621960521
Vincigliata;Compiobbi;4309.831412617312
Monte Senario;Caldine;7666.164878026597
Firenze Sansovino;Osmannoro;4897.337620310173
Monghidoro;Oggioli;623.9303371584041
Passo della Futa;Bruscoli;6278.795769039688
Argenta;Portomaggiore;10125.372737186755
Migliarino;Tresigallo;5925.148958232622
Tresigallo;Migliarino;5925.148958232622
Colle Cisino;Campitello Fiuggi;3684.6959261693537
Fiume Veneto;Azzano Paese;5537.340720361138
Monte Gorna;Viagrande;4142.240088522113
Mascali;Fiumefreddo Di Sicilia;4541.055556024207
Ponte Galeria;Acilia;7004.664287778514
Monte Mario;Roma Bianchini;10526.777780890126
Aurelia Selce;Quartaccio;9191.119303939859
Fiuminata;Pioraco;5297.936352416456
Caugliano;Casola in Lunigiana;4965.564751132749
Monticelli;Foglianise;4855.441675683559
Foglianise;Monticelli;4855.441675683559
Cariè;Colfiorito;6624.678092493715
Colfiorito;Cariè;6624.678092493715
Verchiano;Monte Iugo;4117.080976087685
Gavorrano;Gavorrano Centro;1324.8280623726232
Gavorrano Centro;Gavorrano;1324.8280623726232
Monte Arsenti;Poggio Montieri;12945.818441683017
Portella;Monte Pilucco;4482.801721901081
Monte Pilucco;Portella;4482.801721901081
Fondi Nord;Monte Rapanolo;5534.043917636294
Farettaz;Chuchal;1856.1734350067811
Chuchal;Farettaz;1856.1734350067811
Montcervier;Perloz;2404.823390929197
Fontana Liri;Rocca dArce;3097.738205301264
Giais;Selva di Giais;1523.0645550034537
Fontanafredda;Roveredo;5129.156229211835
Roveredo;Pordenone Comina;4860.436640661866
Colle Ripoli;Tivoli Villa Adriana;3249.19031175937
Santa Lucia Fonte Nuova;Guidonia Montecelio;3148.4862910738807
Valgussera;Carona;1896.3429279305346
Forino Celzi;Forino;1145.2798076032457
Fondovalle;San Michele Formazza;3240.036462134314
San Michele Formazza;Fondovalle;3240.036462134314
Furculti;San Michele Formazza;6125.278798731105
Rivasco;Fondovalle;3245.716936206626
Formello;Formello Sud;3383.7376964521445
Formello Sud;Formello;3383.7376964521445
Formia;Formia Monte di Mola;6835.217463177964
Formigine;Modena Pirandello;8545.442885090022
Castellarano;Telarolo;4740.94143952763
Ospitaletto di Marano;Madonna di Puianello;4324.089739354282
Fornace;Baselga;1722.2884222786472
Forni Avoltri;Monte Siera;5444.570678197731
Forni di Sopra;Monte Tudaio;10336.789425968484
Roncolongo;Fornovo di Taro;3504.7323917142694
Respiccio;Roncolongo;3725.979447403539
Seravezza;Montignoso;2995.6943817817228
Montramito;Monte Meto;442.89965982028656
Massarosa;Monte Bastione;5764.321179514042
Forte dei Marmi Ovest;Montignoso;3877.2493883790103
Fosdinovo;Sarzana Paghezzana;5183.2179356384495
Sarzana Paghezzana;Sarzana Centro;2202.815065376161
Molicciara;Nicola;3090.218564198332
Fossano;Salmour;6595.690824870373
Salmour;Benevagienna;4086.3202542258805
Monte Maggio;Maccantone;3088.479470972127
Coldagello;Campitello;1434.6078730412444
Morano;Maccantone;4661.504297785227
Monte Osteriaccia;Ca' Cellina;4599.974321891798
Fossombrone;Paganuccio_OLD;8109.9849630631015
Framura;Bonassola Cimitero;4495.376994274542
Punta Mesco;Bonassola;2679.7911553498825
Roma Elios PoP;Santa Lucia Fonte Nuova;5917.450272151678
Guidonia Montecelio;Santa Lucia Fonte Nuova;3148.4862910738807
Frascati;Monte Compatri;2969.6012820993437
Altomonte;Tarsia;13579.572363982132
Frassinoro;Monte Surano;7836.086149637457
San Maurizio Frassino;Brossasco;7064.522996461473
Fratta Todina;San Venanzo Centro;8622.838170243871
Fresagrandinaria;Monte Farano;4790.77710658454
Monte Farano;Fresagrandinaria;4790.77710658454
Caserta Pop;Castel Morrone;8904.20537988284
Castel Volturno Lido;Varcaturo Staffetta;5325.337093521578
Camigliano;Bellona tramonto;2496.8740530378964
San Michele Maddaloni;Durazzano;4012.5651264594208
Pineta Grande Centro;Castel Volturno Lido;7746.297759688164
Taverna di Pignataro;Giano Vetusto;2928.8274574768943
Parete Nord;Parete Sud;1478.3205597835865
Travesio;Sequals;5232.327662063517
Fubine;Viarigi;6449.302291965586
Fucecchio Paese;Santa Croce sullArno;5778.8628405855825
Santa Croce sullArno;Tonsana;3592.5218321453403
Tonsana;Santa Croce sullArno;3592.5218321453403
Monsummano;Croce di Belvedere;2614.486489263687
Bobolino Montelupo;Ginestra Fiorentina;2504.9998109965827
San Baronto;Murielle;851.8743899828124
Murielle;San Baronto;851.8743899828124
Croce di Belvedere;Monsummano;2614.486489263687
Niel;Issime;4144.654288437278
Issime;Farettaz;3669.9603471154824
Gaeta;Gaeta Polveriera;4344.126920617358
Itri;Itri San Cristoforo;1609.504605473069
Itri San Cristoforo;Itri;1609.504605473069
Gaeta Polveriera;Formia Cicerone PoP;1330.684907565451
Formia Cicerone PoP;Gaeta Polveriera;1330.684907565451
Formia Monte di Mola;Formia Cicerone PoP;2255.3608862120304
La Collina;Vigo;4904.649221975303
Pietracolora;Montese Centro;3329.6504882971412
Gagliano;Gagliano Castelferrato;1959.8686563602223
Gagliano Castelferrato;Gagliano;1959.8686563602223
Gaiole In Chianti;Radda In Chianti;4158.633113039045
Galatro;Melicucco;5256.401790287118
Monte Barro;Monte Barro Eremo;231.8601392365121
Monte Barro Eremo;Monte Barro;231.8601392365121
Barzago;Lissolo;2605.364048995518
Costa Masnaga;Merone;2972.9046166568446
Zoccolo;Erba;1756.630793454192
Olginate;Villa Vergano;2946.288005639521
Civate;Prasanto;2456.1332091739264
Samarate;Samarate Sud;1228.6069164877485
Oggiona;Jerago;1138.887116303624
Samarate Sud;Samarate;1228.6069164877485
Galliate Novarese;Pernate;3041.4466105585143
Col del Rosso;Cima Ekar;3271.078674768454
Galluccio;Tuororame;4546.860812162408
Gambara;Remedello;4849.973042009785
Ostiano;Gambara;5565.9764350834375
Pavone Mella;San Gervasio;6296.771533721211
Pontevico;Robecco Oglio;3797.4737171035586
Monte Cucco;Clusone;1562.040676830917
Gorno;Bondo;1387.8821675016893
Gromo San Marino;Valgoglio;3526.5629886573556
Leffe;Vertova;1896.9180899282435
Peia;Leffe;2264.521434747558
Vertova;Fiorano al Serio;1490.2122493605852
Manerba del Garda;Manerba Crociale;2071.385953046324
Garda;Bardolino;2714.326638693873
Trappa;Monte Lingo;7896.988824772437
Monte Baldo;San Zeno;7160.018300060864
Gargnano;Tignale;5700.501772333479
Malcesine;Tremosine;5403.130319511288
Gattinara;Romagnano Sesia;4192.583196294206
Gavardo;Villanuova sul Clisi;1718.5380646441545
Muscoline;Gavardo;4044.1174120644446
Gazzada Paese;Morazzone;1488.3334904839603
Colzate;Vertova;1760.1548716050593
Gazzaniga;Fiorano al Serio;2081.488294626401
Fiorano al Serio;Vertova;1490.2122493605852
Cerea;Casaleone;2981.630774001063
Melara;Bergantino;3811.1886693326082
Maccacari;Nogara;5560.6718761594075
Granarolo;Boschetto;2804.955501018305
Boschetto;Granarolo;2804.955501018305
Sestri Ponente;Genova EI;1515.7084024596527
Genova EI;Sestri Ponente;1515.7084024596527
Monte Figogna;Lencisa;1227.7303312293013
San Gottardo Elsa;Creto;3659.504288570752
Creto;San Gottardo Elsa;3659.504288570752
Cantalupo;Genova EI;1658.6966692590247
Gerola Alta;Bema;5023.307760410786
Giano Vetusto;Camigliano;2891.048783186059
Coazze;Giaveno Monte;2748.255062947772
Trana HUB;Trana;2659.612264933397
Giaveno;Giaveno Monte;2935.831300394769
Giaveno Monte;Avigliana;2581.6788427529104
Giavera del Montello;Povegliano;3006.4432923879067
Nervesa della Battaglia;Giavera del Montello;3962.468441321935
Salemi;Ulmi;2669.144973186311
Gibellina;Santa Ninfa;3737.1999368507027
Giffoni Valle Piana;Santa Tecla;4454.622311311704
Laveno;San Clemente;2079.0185707383243
Taino Condominio;Taino Alto;728.0643437505622
Gignese;Brovello Carpugnino;2438.8796097008612
Gioia Sannitica;Baia E Latina;5073.389793379579
Gioiosa Guardia;Sinagra;10563.822123424687
Monte Ruscello;Monte Leone De Gasperi;3109.966225073497
Monte Leone De Gasperi;San Rocco;1693.4452223921794
San Rocco;Monte Leone De Gasperi;1693.4452223921794
Varcaturo Staffetta;Monte Ruscello;5257.554231161855
Piazza Dorella;Ponte Lambro;3197.7905790219706
Giussano;Carugo;2738.2071055559213
Besana Brianza ovest;Giussano;3810.774785855252
Giustenice;Tovo San Giacomo;1683.441735683967
Givoletto;Val della Torre;4848.824560916143
Gonnesa Monteponi;Monteponi Iglesias;2341.2462750723435
Monte Calvario GO;San Lorenzo Isontino;5266.024643042636
Trescore ;Gorlago;3960.7417514930708
Gorlago;Bagnatica;3030.9128638701477
Goro;Gorino;5019.479382870935
Monte Gardellon;Monte Arion;6086.695055462114
Gozzano;Buccione;1773.6804629755102
Buccione;Bugnate;1408.0674416542822
San Michele di Gorizia;Gradisca dIsonzo;3540.8810442910303
San Lorenzo Isontino;San Michele di Gorizia;4526.065030695415
Cormons;Corno di Rosazzo;4530.767339721989
Visco;Trivignano Udinese;4961.244224852997
Cervignano;Visco;8586.746397273908
Gradisca dIsonzo;San Michele di Gorizia;3540.8810442910303
Romans dIsonzo;Gradisca dIsonzo;4715.229769770229
Gragnano Trebbiense;Calendasco;6511.794956313028
Rivergaro;Pigazzano;4209.827476779234
Pigazzano Momeliano;Pigazzano;61.153476170358566
Villa Guardia;Lurate Caccivio;1972.2243303297585
Lurate Caccivio;Villa Guardia;1972.2243303297585
Naggio2;Naggio;1055.3770796484007
Esino Lario;Esino Lario 2;616.222040590741
Plesio;Naggio2;2035.8849373512116
Granozzo;Granozzo CS;309.10771950121887
Recetto;Arborio;5875.3441675101485
Granozzo CS;Granozzo;309.10771950121887
Garaguso;Salandra;7673.360548391796
Salandra;Garaguso;7673.360548391796
Tricarico;Garaguso;9485.69738404037
Grassano di Basilicata;Garaguso;9110.494197300945
Cardello;Germagno;579.7584785887661
Gravellona Toce;Casale Corte Cerro;2199.923869237306
Gressoney CVA;Bedemie;2173.0185465019126
Bedemie;Gressoney CVA;2173.0185465019126
Weissmatten;Graines;5819.706165388023
Greve in Chianti;San Michele;6789.25572853598
Poggio ai Mandorli;Greve in Chianti;7257.575841887477
Grezzana ZI;Rosaro;3266.131743150428
Rosaro;Grezzana;2397.822385410755
Grignasco;Isella;2398.352076774555
Tezze;Enego;5235.751938485214
Grimacco;Stregna;3768.18513346902
Altilia;Paterno Calabro;8477.960710414032
Vergato;Vergato Il Poggio;33.33557986515927
Vergato Il Poggio;Vergato;33.33557986515927
Bani Ardesio RAI;Ardesio Botto;1771.1338097762102
Grondona;Cerreto Ratti;3050.759381340228
Cerini;Carpaneto Piacentino;6394.333344328519
Grosio;Sondalo;4205.399927853914
Lovero;Costamoscia;5276.40182250667
Costamoscia;Villa di Tirano;4554.231184098354
Roselle;Grosseto Nord;6155.591521869046
Rispescia;Grosseto Sud;6124.365388211098
Tirli;Gavorrano;7410.375640685571
Castiglione della Pescaia;Tirli;8890.256127006665
Scansano;Rispescia;14462.896655286688
Grosseto Sud;Grosseto Nord;5179.450534392002
Grosseto Nord;Grosseto Sud;5179.450534392002
Masiello;Frigento Ovest;2464.819180844741
Frigento Ovest;Masiello;2464.819180844741
Frigento ;Frigento Ovest;7120.9163401534115
Flumeri;Frigento Ovest;7983.115810528009
Val Daso;Pedaso Agora;6038.484029055667
San Leucio Del Sannio;San Marco Ai Monti;5199.003670811969
Bivio Pomonte;Bevagna;6548.43817286516
Guardia Lombardi;Frigento ;8414.805731650169
Vignale;Casa Monti;4964.0796480447825
Stazione di Padule;Vignale;7973.819934922177
Casa Monti;Vignale;4964.0796480447825
Maritonda;PietralungaPG;5556.495865022644
Madonna della Cima;Belvedere Rancana;5568.3305991873285
Scheggia Calvario;Campitello;1709.424360480561
Cima Mutali;Cancelli;4776.170070509516
Caicamblucci Parrocchia;Caimercati;5425.8439806778315
Gurro;Falmenta;2225.394102335674
Idro;Treviso Bresciano;3253.4637433912785
Gagliarda;San Martino in Pedriolo;3292.379936426247
Campotto;Ducato di Fabriago;5125.149127959508
Imola Cappuccini;Imola Pediano;4250.043332622726
N.S. delle Grazie;Dolcedo;2279.0892314854877
Caramagna Ligure;Monte Calvario (IM);1899.9245353102672
Monte Calvario (IM);Caramagna Ligure;1899.9245353102672
Civezza;Caramagna Ligure;2420.619408975641
Dolcedo;N.S. delle Grazie;2279.0892314854877
Bardellini;Monte Calvario (IM);2670.375437122382
Passo della Valle Vasia;Dolcedo;2812.084147113692
Monno;Edolo;3985.3109150583145
Rumiod;Champleval;3255.342098496299
Invorio Ovest;Ghevio;1743.278402949292
Ghevio;Invorio Ovest;1743.278402949292
Monte Tuttavista;Galtellì;4039.2074985944732
Galtellì;Monte Tuttavista;4039.2074985944732
Ischia di Castro;Poggio Montione;7450.914536532832
Canino;Ischia di Castro;11218.035201049937
Predore;Iseo;3623.0496312721393
Iseo;Predore;3623.0496312721393
Corte Franca;SantOnofrio;4016.9599881803047
Isola del Cantone;Grondona;4547.662781148375
Casale San Nicola;Collalto frisoni;7066.293938837528
Collalto frisoni;Collina Sant'Arcangelo;4653.70916178097
Villaverla;Isola Vicentina;2630.4012309664313
Torreselle;Isola Vicentina;3905.5747587549554
Costabissara;Berico;5804.05018516197
Monte Raga;San Vito di Leguzzano;4766.589400097006
Isola Vicentina;Villaverla;2630.4012309664313
Santa Maria Ispani;Villamare;2496.555205528372
Ollion;Verres;3975.5132855703564
Verres;Ollion;3975.5132855703564
Fiusey;Salirod;3886.0698711913974
Castelminio;Vedelago;4706.349082128806
Istrana;Badoere;5300.381668579591
Badoere;Istrana;5300.381668579591
Itala Marina;Roccalumera;8741.829939268333
Ittiri;Ittiri Centro;1339.6796560850516
Osilo;Nulvi;7111.098125843713
Ittiri Centro;Ittiri;1339.6796560850516
Jerago;Oggiona;1138.887116303624
Acquaticcio;Monsano;2640.2029042983922
Jesolo Stocco;Eraclea;5498.068710270583
Monte Luco AQ;San Giacomo AQ;4846.02483366728
San Giacomo AQ;Monte Luco AQ;4846.02483366728
Monte Calvo AQ;Vigliano;5308.127980715038
Le Fenetre;Lazey;2561.263066709858
Lazey;Le Fenetre;2561.263066709858
Pre Saint Didier Chenoz;Colle San Carlo;2536.8943149174042
Le Grazie;Castellana;2046.154616603934
Porta Isolabella;Monte Parodi;3191.1438850640816
Moulin;La Thuile RAI;1206.7928497887083
La Thuile RAI;Moulin;1206.7928497887083
Chaz Dura;La Thuile RAI;3018.3589962682495
Villa d'Adda;Monte Canto_OLD;2703.0159179384555
Lissolo;Barzago;2605.364048995518
La Valle;Marebbe;4290.327108891788
Labro;Colli sul Velino;3214.0855646086115
Colli sul Velino;Labro;3214.0855646086115
Mazzelvetta;Piediluco;728.0702235365181
San Martino di Laces;Naturno Centro;11227.392419104714
Lagonegro;Vignale Santa Margherita;5207.161982906663
Predonico;Terlano;3588.0828185149344
Cornaiano;Caldaro;5063.78085257084
Lamezia Terme;Feroleto Antico;9369.886922008942
Col Perer;Col de Tol;3682.7755383308763
Val di Parma;Orzale;4826.302922772185
Carobbio;Orzale;3137.8334135220193
Langhirano PAL;Stadirano;2156.798408548208
Monte Pigo;Langhirano PAL;2526.932078094815
Punta Tricoli;Lanusei Paese;2852.0977999167003
Arzana;Lanusei Paese;6731.65727752671
Lanusei Paese;Punta Tricoli;2852.0977999167003
Lanzo;Monte Turu;4671.254293070526
Alta Val Venosta;Planol;10235.588419806529
Lasa;San Martino di Laces;12076.179866577177
Ginestra Fiorentina;Bobolino Montelupo;2504.9998109965827
Ponticino;Pergine Valdarno;4755.009151731093
Pergine Valdarno;Bucine;4063.1203926066537
Latina;Latina Palazzo Pennacchi;1548.595469903567
Borgo Faiti;Latina Palazzo Pennacchi;7055.28796522011
Norma;Cori Sud;5517.273650076287
Mesa;Fossanova;9229.427677905633
Latina Palazzo Pennacchi;Latina;1548.595469903567
Latina Vele;Latina;2447.915228953595
Taverna;Torano Castello;7631.217390833043
Lauria;Vignale Santa Margherita;5934.960005493262
Lavarone;Doss del Bue;6135.922622296723
Monte Marzio;Marchirolo;1698.1517311851062
Ponte Tresa;Sette Termini;2146.2948896795688
Bienna;Verbania;1564.7571592075833
Cambiasca;Bienna;2059.3958007799893
Ranco;Ranco Centro;294.5464022212735
Ornavasso;Candoglia;2561.798212665991
Fai della Paganella;Cima Roda;4146.415761420999
Lavis;Fai della Paganella;4272.268957279547
Lazise;Calmasino;2542.191761889025
Calmasino;Lazise;2542.191761889025
Gioia dei Marsi;Ortona dei Marsi;4867.860721029269
Piani di Erna;Monte Melma;2465.880498195485
Magreglio;Garnasca;4055.0203330781537
Lecco Olate;Monte Melma;2406.214738548015
Col Plagna;Mezzolago;3862.221652584375
Mezzolago;Col Plagna;3862.221652584375
Monvalle;Leggiuno;397.84059168979394
Ispra;Brebbia;3713.117165633689
Castellanza;Castellanza Turati;1783.9289279158213
Busto Garolfo;Ossona;3929.643846638244
Castiglione Olona;Castiglione Olona Centro;1204.6804197391252
Lendinara;Fratta Polesine;5569.468748157803
Fratta Polesine;Lendinara;5569.468748157803
